"","listing_id","id","date","reviewer_id","reviewer_name","comments"
"466730",7695754,289165739,"2018-07-11",84611389,"Jasmine","We were blown away. This comfy yet spacious beach condo was a gem to come home to at night. The location was gorgeous and minutes away from a beautiful and somewhat secluded beach. We were really impressed by the availability of parking. In LA, it can be quite difficult to park your car, however this place had a garage! Overall, this stay was beyond our expectations. Communication with Ashton was so easy, and he was so friendly through every interaction. We can’t wait to come back soon!"
"1035834",19865512,270284875,"2018-05-28",169686419,"Juliana","If you are looking for a host that is fast/easy to communicate with, you definitely want to go with Dolphin’s Place! His place is in a great location. The Host even provides step by step instructions (including a video) on how to find the place, parking and how to enter the apartment."
"449755",7293369,168978959,"2017-07-10",36240074,"Brandon","Incredible views of the Malibu coast, tropical birds in the trees (seriously, there are wild parrots in their tree), beautiful clean home, warm welcome, and incredible accommodations. They were friendly, open and welcoming and I highly highly recommend!! "
"995827",19081193,318532477,"2018-09-03",38787177,"Linda","Lola’s place was a two unit complex behind her home. She was very available and we checked in late. Plenty of towels provided. The only thing issue was that there were ants all over the bathroom sink. We cleaned the sink out and the next day, it was filled with ants again."
"226851",2795998,55546612,"2015-12-01",36136591,"Salma","this host was AWESOME! The place was comfortable. There's reliable transportation. The apartment is is spacious enough for a party of three...maybe even more than three. "
"666431",12828541,158652032,"2017-06-07",48916339,"Vijayan","Very nice home, centrally located in Los Angeles can easily support 12 plus people"
"99973",879195,120189524,"2016-12-08",105859260,"Chris","Great hosts, kind, very quick to communicate. Parking was great, room was private. Cleanliness was the only issue - the bathroom was filthy, especially the shower. Is more like a hostel than a bed and breakfast or hotel. "
"943025",18043036,239689989,"2018-03-02",20649819,"Mo","Ben’s house is ideal for our family where we spent almost 2 months’ quality time and created lots of great memories. :) it’s convenient to everything including grocery stores, shopping centers and etc. Highly recommend!!! You can even survive without renting a car which sounds impossible in the US, isn’t it?! 

Thanks again to Ben’s rapid reply and help before and during our stay. We would come back again!"
"1385916",29015049,406718994,"2019-01-30",173719000,"Joey","Excellent home, host, and location. Hicham is a very nice intelligent guy and goes out of his way to help his guests."
"605516",11207665,365750673,"2019-01-01",219101904,"Jeremy & Angie","I got to leave town earlier than expected otherwise I will definitely extend my stay. It's serenely perfect for a good night rest, everything is clean and fresh, close to vicinity and town. Thank you for the parking space and waiting up late for my arrival."
"303859",4206223,60169465,"2016-01-19",4072205,"Simon","The apartment was exactly as advertised. It's lovely, comfortable, and spacious, and it's in a great location. Highly recommended."
"453174",7347374,105166536,"2016-09-30",47556850,"Lesley","From the moment we arrived everything was absolutely perfect, Rodrigue was very easy to communicate with and just an all round great guy! The house was better than expected with a huge patio, location was unbelievable literally a 5 min walk to the sand. Neighbors are great too, would definitely recommend!"
"1372447",28467719,522149751,"2019-09-01",179686038,"Jessica","Place was great and close to down town."
"668566",12871617,84725187,"2016-07-08",23128684,"Bryan","My wife and I loved our stay in this studio.  Clean, cozy and close to some great restaurants and the beach. We highly recommend this spot!"
"805708",15448688,108647838,"2016-10-16",19305561,"Stefanie","This stay is a top notch experience. If you want to feel like an A-List Celebrity, then this very glamorous home with beautiful architecture, decor and killer views will get you there. From the moment you pull up, you know you are part of something special. 

Key feature: wall-to-wall and ceiling-to-floor windows. You can see hiking trails and hills on one side, beautiful green mature trees below you, and city scape and mountains in the far distance. The best part of the stay was finding excuses not to go out and just hanging out with friends in the spacious common areas, enjoying the view. The home was very clean and so roomy. The bathrooms were gorgeous and the entire home had a great and roomy layout. Everyone was very happy with their beds, mattresses were very comfortable and the sheets and towels were clean and soft. 

Host Amber and Melody are perfect and both are such sweet people! 
Melody, who lives in a different home downstairs, was available for questions and gave us space to enjoy. The neighborhood is in a great part of town which is very safe area. The city has and is nearby to several walkable districts with so many restaurants, bars, shoppings etc. It is perfectly situated for a perfect LA and Valley experience, since most key parts of town were reachable easily and quickly from there. 

We absolutely loved seeing the acting memorabilia of the original home-owner. Bring your script and tap into your acting lessons, as you definitely will feel inspired here by the old Hollywood magic. 
"
"1177836",22357453,265935716,"2018-05-18",88622646,"Matthew","Redgi is an excellent host, friendly, knowledgeable and easygoing. Location is great, with Indiana station a 5 minute walk, with transport links to downtown. His place is a cool, arty space and we felt right at home. If you're looking for a place to base yourself in LA, a stopover at Redgi's would be a great place to head. Highly recommended!"
"796214",15236846,245822440,"2018-03-23",23429105,"Marilyn","The unit is dark and old. But ray is very accomodating. Having a washer in the unit is recommended."
"705271",13511388,114221466,"2016-11-16",41646685,"Judy","Andy is an excellent host! The room and bathroom were enough and the instructions/guidelines he sends are easy to follow. He was very accommodating to us. My boyfriend and I would stay here again :)"
"441200",7069545,164823431,"2017-06-29",10215850,"Fabiana","Condiz 90% com as fotos, pois falta deixar claro um ponto importante: a cama fica no sótão, num lugar bastante claustrofóbico. O apto fica junto a várias outras unidades no quintal da propriedade, que tem uma decoração over e muito excêntrica. 
O ponto positivo é que a anfitriã disponibiliza bicicletas para os hóspedes e é realmente delicioso explorar a região dessa forma. Mas apenas durante o dia. À noite os bares e restaurantes fecham cedo e a região de Venice fica um pouco abandonada."
"1276434",24857257,367416952,"2019-01-04",233146707,"Yolanda","Great place !!"
"818331",15673487,446087320,"2019-04-30",29543984,"Carlos Alberto","Excelente lugar, es la cuarta ocasión que me alojo, y sin duda me seguiré alojando ahí."
"925059",17721005,346219602,"2018-11-07",26540383,"Erin","If I could give this place more stars, I would! I have nothing but positive things to say. The space is great for couples or even small families. It has a pool, and Vince offers a lot of amenities that were such an unexpected but nice touch! Vince was easy to communicate with, and check in was very easy. I couldn’t believe everything we got for the price we paid. 10/10 recommend!"
"1063450",20457049,492883858,"2019-07-21",238289481,"Alondra","Nice little cozy place. It’s was perfect for me because I just wanted a one night place to say close to the beach"
"671825",12922936,108853778,"2016-10-17",68761813,"Sarit","The apartment was large and clean.  Great location.  "
"276049",3812683,312570914,"2018-08-23",16636842,"Lucky","Edwin is a Superhost and there are no surprises why. The location of the property is excellent for proximity to the airport and a short Uber to Venice. The room was large and had everything needed, with a very clean en suite bathroom attached. Access was so easy out of normal hours, and it was the perfect location for a night after landing at LAX."
"19112",106052,248145155,"2018-03-30",716038,"Gabrielle","Dean's place is wonderful and we highly recommend staying there. It has plenty of space for two people and is stocked with everything you need. The space is nestled in a very quiet area so you can have a very restful stay. Dean is a great host- very responsive and very welcoming. Just a note to people coming to LA- Carson is quite south, so if you're planning on spending time/doing things in the northern part of LA, you need to be prepared to spend a lot of time in traffic."
"1207723",23049167,508979235,"2019-08-13",279588565,"Mayar","Great!"
"1484748",34175001,522185673,"2019-09-01",27010736,"David","L’appartement est bien située et la vue est incroyable"
"709908",13592173,87094782,"2016-07-18",82314987,"Tony","The place was pretty nice, lots of really chill people there."
"916676",17570773,336812803,"2018-10-14",175253320,"Lisa","Ed est un excellent hôte, nous avons passé un très bon séjour chez lui ! Le logement est un peu loin de Los Angeles (50min voire 1h de voiture), mais il est idéalement situé à Long Beach à 2min de la plage. 
Nous reviendrons avec plaisir"
"1304976",25947090,505703236,"2019-08-09",235876998,"Frédéric & Sabine","Good location. 5 minutes walk to the beach. Easy to park a car."
"29369",237988,279811160,"2018-06-21",74989006,"Samantha","Another stay at Megan’s beautiful home in Venice. I almost don’t want to share all the fantastic details because then it will never be vacant again for my return. What makes this house truly special though is Megan’s attention to detail in her styling, the gorgeous garden and also her impeccable hospitality.  LOVE!"
"1355949",27933377,403387331,"2019-01-20",136935737,"Aaron","Amazing .. the picture look great but in person it’s even better ... don’t hesitate... this is the spot for a group of 5"
"589291",10789485,208047104,"2017-10-30",150228156,"Jonathan","Great place"
"217826",2612151,45536741,"2015-09-03",4973169,"Farid","Staying at Adam place was a great experience, he make everything for you to feel confortable, from the first day to the last one. The room is clean as the housse, you can enjoy your own bathroom; the area  is great close to hermosa beach:"
"484518",8068957,128675348,"2017-01-26",8912880,"Susan","I love the ease of access and the tranquility of the Buddha outside. Nice stay"
"1271303",24736246,483796965,"2019-07-07",36965202,"Shane","Gabriel's place is a good spot to stay at. Everything was provided and he kept in constant communication with us while we were there. The cat was also cute and really great but she literally sheds everywhere and that was a little annoying but great place."
"787473",15024783,220966073,"2017-12-24",22320825,"Charles","This was a really good place to - Christine and Daniel were very friendly. Our schedules meant we didn't see each other often but every time we did, they were really accommodating and warm. It's also in a great part of town, full of interesting venues, restaurants and green spaces. Would recommend staying here if you're keen to see Echo Park/Silverlake."
"952647",18242567,463716916,"2019-06-03",257210362,"Britne","DO NOT BOOK THIS HOUSE. House was not clean. No top sheets on beds. Fitted Sheets& mattress pads had urine & who knows what else stains on them, clearly had not been washed or changed from previous guest. Attempted to wash & dry linen but dryer took longer than most dryers to dry, so we went to a near by Ross to purchase sheets & towels. Bathrooms have black mold in grout, back bathroom tub was clogged leaving us to stand in water while we showered. A shirt from previous guest was found in the closet on the floor of room next to kitchen & a pair of dirty socks were found inside coffee table. My family & I were truly disappointed with this Airbnb especially considering the amount we paid for our stay. Do yourself a favor & skip this one."
"1332509",27061356,361853254,"2018-12-24",5509533,"Colin","Nice apartment that feels like home. Thanks!"
"463119",7594667,65096205,"2016-03-10",61393609,"Chris","Impeccable and so easy to deal with. Highly recommended for anyone in Culver City!"
"136824",1251560,15690050,"2014-07-14",8729420,"Ashley","Everything was as described. It was clean and pretty basic place. I have no complaints. I just used the place to sleep and did not spend too much time there. I liked all the out door space. "
"396593",6092136,359410265,"2018-12-16",227776846,"Tina","Rutillio is a gracious host. Very responsive and accommodating. His space was nice and clean. Everything we could ask for."
"865606",16490813,325804616,"2018-09-20",210617086,"Xiaoli","The place was very clean ,location is close to everything,Good place to stay !"
"203531",2303082,64457520,"2016-03-04",19299609,"Victoria","What an incredible time I had at Shelley's adorable private guest house! Her charm, elegance, and wit was a delight! The guest house is spacious and comfortable. Shelley was very informative with the details of her guest home and was willing to go above and beyond to make sure my grandmother and I were well suited. She even went out of her way to drive me to my destination at 8:00am! She is available to assist you if you need it but is VERY respectful of your privacy! I almost forgot, she would leave little gifts and treats outside of my door when I came home from the beach, or shopping! The location couldn't be more perfect. It's a quick drive to the Santa Monica Pier, shopping on Third Street Promenade, and Venice! I had a wonderful time! "
"1210108",23105644,489439418,"2019-07-16",17517301,"Julie","Judith and Paul are fantastic hosts. Their little barn is truly a piece of heaven. I highly recommend you to book it. You will not regret it!"
"1030026",19764809,254112231,"2018-04-15",177411499,"Rob","Great place to stay
Nice clean pool house
Clean and safe neighbourhood 
Would stay there again."
"703209",13478101,244524545,"2018-03-18",169936497,"Lisa","Ana’s place is centrallly located in Glendale, clean and spacious. It was perfect for our trip. I would definitely stay there again."
"1004352",19242047,229640651,"2018-01-24",42067804,"Ashley","This is an amazing location! Plus Adija was incredibly responsive and accommodating. She worked with us to give us a late check-out and allowed us to stay a little later than planned at the last minute. It’s clean and beautiful. Thank you for a wonderful stay!"
"1127085",21514811,423329566,"2019-03-13",170861508,"Cynthia","Small yet super roomy, clean, and quite area. Close to everything, overall great place to stay."
"210969",2488230,132060946,"2017-02-15",108784096,"Nobuhisa","部屋はとてもお洒落です｡そしてﾍﾞｯﾄもｿﾌｧｰもﾌｶﾌｶでこれ以上ない快適さでした｡周りも静かで夜はぐっすり寝れます｡"
"997667",19099927,346455319,"2018-11-08",22538229,"Rebecca","Staying at Matthias’ guest house was the perfect place for my very brief trip to LA. I was out and about for most of my stay, but it was great to have a nice and quiet retreat in the evenings. Place was clean, private, and Matthias was very easy to contact and communicate with. Would definitely stay again!"
"1490185",34622142,471020243,"2019-06-16",190643462,"Aubrey","Wonderful location, Christina is quick with responding and very cute and simple home. Quiet neighborhood! Thank you for the stay"
"54116",504195,75966423,"2016-05-23",13042054,"Shaun","My gf and I went down to LA for a weekend visit to checkout universal studios and hike around hollywood hills.  Really enjoyed the secluded neighborhood yet no more than 10min away from hollywood stores & restaurants. Super close to griffith park, which made our hike to the hollywood sign even more convenient.  
Highly recommend if you want a place that's away from all the noise, offers fantastic views of LA, yet conveniently located to all major destinations,  and surrounded by the lush hollywood hills.
Jackie was on top of things, super helpful by pro-actively reaching out to us about check-in and check-out times."
"4349",24030,292312186,"2018-07-17",126105380,"Amy","LOCATION LOCATION LOCATION!!!  We wanted something close to the boardwalk and beach and could not have been more excited when we arrived.  The place is exactly as pictured and a block from the action.  Such a great trip and host!  THANK YOU!"
"753336",14352067,168953405,"2017-07-10",46353694,"Madolyn","Michael's place was clean and cosy with a cool Cali aesthetic. 
Walking distance to cute shops and cafes on Abbot Kinney Blvd & the iconic Venice beach. Mike was easy to communicate with and check-in/check-out of the apartment was easy as! All-in-all our two night stay was fab.

Thanks for having us :)"
"1504776",36601076,505092018,"2019-08-08",65417388,"Rose","The host, location and guest house are phenomenal! My dog and I felt absolutely comfortable and relaxed.  

I requested the stay so I could walk to the Hollywood Bowl and it worked out beautifully. 

I look forward to staying here again!"
"607701",11264054,424407914,"2019-03-16",21279823,"Samuel","We spent a great time at Christian’s place. Christian was really kind and helped us, with his kindness and hospitality, having a great time at Los Angeles. The place is perfectly located to enjoy different side of the city. As Christian says, his house is ""in the middle of nowhere but close to everything"". It was a really nice place to stay in L.A. We would recommend it to anyone who search a place to stay for holiday in L.A"
"807468",15470156,112037022,"2016-11-03",3211407,"Sabrina","The apartment is well maintained and decorated beautifully. Everything is very modern and in great working condition. I had a lovely stay. "
"672729",12934547,248143950,"2018-03-30",31313196,"Shawn","We had a great time. Everything was exactly as described and the location was great!"
"472818",7822332,279836837,"2018-06-21",94050103,"Emma","Kelly's place is amazing! It's stylish and comfortable with all the little touches that make it feel like a home away from home. Free parking just in front of the property was an absolute bonus for me because I had to carry in my wine bags every day. Kelly is a wonderful and attentive host and made the whole experience very special. I will definitely stay here again next time I'm in LA. Incredible experience! "
"469437",7750991,292731110,"2018-07-18",8268757,"Xabier","Pros: the loft is amazing, it is so stylish. If you need to be in the DTLA area this is a great place. Self check in. Pool in the rooftop.

Cons. There are many homeless people wondering around in the area although I had so safety issues. DTLA is not a great area in my opinion, there are tons of restaurants and bars and happy hour though. The pool is nasty, green water and not transparent."
"320513",4496449,242415004,"2018-03-11",9623410,"Owen","We had a lovely weekend at Teri's place, a quiet, cozy house in a quiet cozy area.    Teri greeted us on arrival to show us around, had bought us pastries and was even on hand with emergency toothpaste!  My wife had the time and space to work on her book, while our daughter and I played games and roamed the countryside."
"299846",4143181,273925677,"2018-06-07",10427933,"Ali","Donna was very nice about accommodating our arrival time!"
"45286",403604,25898081,"2015-01-29",7447176,"Cintu","La casa es muy linda, acogedora y practica... Nos gusto mucho y tenía todo lo necesario!! El patio es hermoso y decorado con luces para poder disfrutar estar afuera "
"28834",234355,10369601,"2014-02-16",4174589,"David","Great hosts! Their home is bright and tranquil with gorgeous garden and quiet neighborhood close to everything. A home away from home. Highly recommend!"
"87546",775094,8600617,"2013-11-07",4931188,"Cheryl","Joe and Lisa are gracious and friendly hosts.  They are helpful with directions and tips about where to eat and sights to see."
"274938",3799171,202750637,"2017-10-12",18108659,"Jason","Vince was prompt with responses. His place was great & right in the heart of it all. By far the most comfortable sheets I’ve laid in. I highly recommend Vince & his space."
"213573",2558409,45404990,"2015-09-02",38011813,"Marvin","I had a great time staying at Valeries home! Although (unfortunately) we didn't meet due to our schedules being different, she was always available for questions via text or airbnb messages. There was a lot of information provided about local restaurants etc. when arriving at her home, also as snacks and drinks which was very nice! I would 100% recommend Valeries home to friends and family if they'd need a place to stay in LA and will hopefully be staying there myself again in a future visit to the city! 
Thank you very much Valerie!"
"1273607",24781289,431790830,"2019-04-01",251563638,"Karen","Great stay large master bedroom complete with private bathroom and small refrigerator in the room .  Very quiet  and clean."
"416725",6527658,52067141,"2015-10-26",29350465,"Amy","My husband and I loved our stay in Andrew's loft!  After a day of traveling from the east coast, it was a wonderful experience walking into the bright, clean space.  We appreciated his thoughtful touches-- including pop corn for a snack. The loft's kitchenette area (including a sink, mini-fridge, coffee maker and microwave) were perfect for having breakfast and late-night snacks. Andrew even has a list of nearby grocery stores and restaurants waiting on the table, making it easy to get our vacation started.  We found the loft to be quiet and the neighborhood to be lovely. Parking was never an issue.  We definitely recommend taking advantage of the nearby hiking at Runyon Canyon. When we return to LA, we will definitely be staying in the loft again!"
"913662",17499795,313099026,"2018-08-24",77407921,"Liah","Amazing place. Very clean and homey. Great location. Definitely stay here! "
"974836",18657972,242702773,"2018-03-12",106444637,"Tim","Great location great apartment"
"324440",4540550,32531317,"2015-05-19",19041842,"Marin","Chez Lupita was exactly what we hoped for! Bright, airy, good vibes. Plenty of room for 3 of us with the added futon. Cheryl was super accommodating with our extra guest and provided extra sheets and towels that were waiting when we got there. The close walk to Abbot Kinney was perfect - didn't have to rent a car to get around easily by foot. Thanks!"
"501762",8473718,459033465,"2019-05-26",147012977,"Eada","Really great space and very helpful and accommodating hosts. We really enjoyed our stay!"
"803618",15399115,122925826,"2016-12-26",108363142,"Nune","This was my second stay at Henry's properties. As always he was punctual and polite. He is literally available 24/7  "
"852377",16302387,136602092,"2017-03-11",88612418,"Aziz","Very nice and clean place. "
"220890",2665869,145709175,"2017-04-19",120524688,"Kevin","We were more than pleased with the Venice Garagement.  It is a solid value for the rate, and had the essentials that we needed.  The description is very accurate, and if you accept the fact that you are staying in a converted garage with an external bathroom, you will be very comfortable.  The location was also convenient, as it is a short walking distance from Venice Beach and a short drive to Santa Monica."
"1242888",23935703,331480313,"2018-10-02",121463004,"Tyler","Both the bedroom, and bathroom are exceptionally clean. The bed’s big and comfortable. You’re within driving distance of a ton of restaurants and stores. Pretty much everything you could need is here.

This is also the first place I’ve stayed at in Whittier where I never had a problem finding parking. Once, while staying at another Airbnb, I spent at least 20 minutes driving around the neighborhood, looking for a place where I could parallel park. Here, you just pull into the driveway. It’s such a relief to know that I can stay out ‘till 11, or leave to get dinner, and I won’t have to worry about being able to find a parking spot when I get back.

For this trip, I looked for places from Whittier to Rosemead. Every other listing seemed to either have an issue with bugs, or parking, or a lack of amenities, but Arlene’s place is great.

I’ve been using Airbnb for a few years now, and she’s the best host I’ve had. Tremendously considerate, attentive, and kind. I highly recommend staying here."
"45293",403604,28716853,"2015-03-29",27494728,"Miles","Henry's apartment is really great. The space was very nice and the local area has a bunch of great restaurants within walking distance. The location was ideal and a relatively quick drive can get you almost anywhere you want to go in LA."
"1253637",24226652,442110135,"2019-04-22",78278795,"Kevin","We had an amazing stay at Mashalizon's apartment! It's in a great location in downtown LA, close to all the places we wanted to see. The apartment itself is brand new and very clean, with all the amenities we needed. Mashalizon was very responsive and helped make our stay as easy as possible. We'll definitely stay here again the next time we're in LA!"
"1128401",21529853,228443426,"2018-01-19",85751381,"Antonio","We had a wonderful stay and will definitely be back!"
"1111815",21234077,204171715,"2017-10-16",105858358,"Ariel","Great place! Very neat and clean. Grant was a good host as well, would definitely stay here again."
"1125378",21478290,214828184,"2017-11-26",13904520,"Anna","Joan's place was so great! Would definitely recommend. Easy, quick communication and check in/out. It was a really nice place for my family, home-y but with good amenities, and a perfect location for exploring different parts of LA -- the parking is really convenient and it's a cheap Uber to different parts of the city, too. Joan was super responsive and flexible about everything! Helped make my family's stay much better."
"1404601",29743241,433508458,"2019-04-06",244962196,"Jon","This place was great. Located in a great neighborhood with a great host, this bungalow has everything you need for a little studio stay in LA. Great amenities and hospitality all around. Would definitely want to stay here again the next time I am in town."
"31060",254844,38816531,"2015-07-19",20771258,"Steve","A wonderful house in the Hills. We had a superb week living like stars in Beverly Hills. The house is bigger than it looks in the pictures. The pool and the sunken shower are great. It is a bit of a drive up the hill, but is worth it for the view which is stunning, even from the kitchen."
"1130465",21562940,326631226,"2018-09-22",64299203,"Ebru","Really stylish apartment with great amenities."
"689514",13251886,164232528,"2017-06-26",28595506,"Marjorie","This is a great location. It is clean and spacious. Hosts are very responsive and friendly."
"854863",16349588,215994237,"2017-12-02",6125143,"Shawana","We had a wonderful, relaxing stay in this lovely cabin. Located in a great area, both the architecture and design of the apartment are beautifully done and we really enjoyed the outside decking area too. A great place to relax and explore LA, highly recommend, thank you Andrew!"
"1150826",21864078,243637949,"2018-03-16",173692309,"Norbert","The amenities, location and cleanliness were perfect for my travels to the LA coast.  It's 10 minutes to the beach, 10 minutes to Santa Monica, near the 405, within walking distance to restaurants, and a safe place to walk anytime day or night.  I really liked the simple, modern furnishings and bathroom.  I was there 3 weeks and have already booked another 3 weeks for the near future."
"1037594",19893652,440381144,"2019-04-20",254430145,"Claudia","A delightful small apartment. My husband was having surgery at Long Beach Memorial and this made a nice retreat while we waited and afterwards. So nice instead of an austere hotel room. Lovely area."
"416215",6515537,489909633,"2019-07-17",3668968,"Markus","Stay was all in all enjoyable. Unfortunately our flight was delayed so we missed the first night. The per-night stay ended up being much more expensive."
"344918",4974923,46943709,"2015-09-14",41686319,"Pedro","Alfie welcomed us late in the evening (after 10PM), showed us around and then left us alone to enjoy the nice studio and great night view from the hill.

The studio looks better live than in the posted pictures."
"194649",2130627,276110046,"2018-06-12",33115521,"Elizabeth","Richard's cottage is adorable and perfect for an LA getaway! The outdoor space is charming as well and our dog enjoyed having a place to roam/lay out in the sun. Richard went above and beyond in leaving complimentary breakfast goodies, wine, fresh fruit and water for us. Everything was exactly as described and clean. Charming, safe neighborhood. The only thing I'd recommend is to install AC or provide some fans, but I believe Richard is putting AC in this summer :) 

Highly recommend!"
"659046",12550454,254026887,"2018-04-15",78705085,"Sunnie","Clean, easy communication, & easy check in!"
"32270",262395,3928690,"2013-03-28",5180857,"Holly","A fantastic house with everything you will ever need to have a great stay! Walking distance to the best Wholefoods supermarket, great cafes and the famous sights of Venice beach and Santa Monica peir.
A lovely, clean and organised home away from home, with the most comfy bed ever!!

Thanks Yana!"
"189226",2008302,30979080,"2015-04-30",27924507,"Jason","Hard to imagine a more pleasant experience than staying at this lovely little carriage house in North Hollywood. The place is very clean and quiet, and Adam and Christine are very kind and careful to personally ensure that their guests are provided with all the amenities. Will definitely be re-booking when traveling to L.A. in the future."
"1500704",35897023,523023389,"2019-09-02",71298217,"Clint","Excellent location for the price. Its a short walk to the beach, maybe a 1/2 mile. Spacious for 6 people, and a great TV with WiFi. We had Netflix and Hulu all weekend. Appliances are new. The single bathroom was clean and again, accommodated all of us. Plus free washer and dryer. Street parking was easy, just around the corner is a side street of houses. The owners were very responsive, plus they own all 4 units, so if you have an issue with any of the apartments, they will respond immediately."
"532818",9232684,491093183,"2019-07-19",47577222,"Stacey","An immaculate & beautiful house. Breathtaking location. We highly recommend & would definitely love to visit again. Thanks for having us Michael Xx"
"1025906",19682845,223134930,"2017-12-31",91175502,"Sarah","This beautiful home in the hills of Sherman Oaks offers a gracious setting for a family vacation.  A well-equipped kitchen and large modern dining room table  made possible a number of memorable family meals.  Both the table and the deck, as well as the master bedroom, overlook the Valley and mountains, making for a relaxing and scenic experience.  The owner left us a three-page note and stopped by, making sure everything was working and that we were happy.  House generally worked well for three couples, but the third couple had to use one of the other en-suite bathrooms in order to shower, and both shower doors had some issues.  Third bed in room beyond laundry room was not ideal due to fold-out structure and bar in mattress.  Plenty of towels and good quality bed linens.  Overall, house was in excellent condition.  We especially appreciated personal touches, including bottle of wine left for us.  It truly felt like a home away from home!  Super convenient location and lovely neighborhood too."
"1433468",31024284,412510640,"2019-02-15",39109925,"Christopher","Our stay at Alexa's was great and we really enjoyed the hostel like atmosphere. Her French toast is amazing!!"
"35722",298259,7267892,"2013-09-13",7174720,"Rita","Deb's place is great!  It is very cosy and Deb goes above and beyond to be helpful and welcoming.  We felt very comfortable here and if you like to cook it is a dream kitchen!  It's a great place to relax and enjoy family time.  I would definitely recommend her house and look forward to staying there again!  Thank you Deb!!!"
"329714",4645755,486530786,"2019-07-12",141326722,"Alexandra","Had a great time staying here and everything I needed and more!"
"1285403",25115842,357824750,"2018-12-11",222447569,"Arnold","If you like studios it’s good for you bathroom was to small for my liking though"
"418938",6586700,194875283,"2017-09-17",69318824,"Stella","Eric is a great host, we very much enjoyed our stay in LA. The house location is pretty much near to what you need daily such as groceries, restaurants, gas station, pharmacy and even it's near the Hollywood walk of fame ! It's perfect for us and I definitely would love to stay at his house again when I'm back here in LA. The house is great, interiors are awesomely artistic and the garden is so neat and beautiful. Thank you Eric!"
"1426432",30713186,478283170,"2019-06-29",113567591,"Lorenzo","This host is a straight up con artist, he accused me of a lot of things and now trying to have me pay for things. If you want to avoid these problems I advise you to take a picture of everything while you stay here. Also be prepared and aware that the host enters the house without telling you or even giving you a call. So he will violate your privacy. Lastly THIS IS NOT A HOUSE!!!!!  I repeat THIS IS NOT A HOUSE!!!! This is a Duplex you share the place with another occupancy down stairs. Will not/would not  be recommending to others."
"634359",11992914,104649686,"2016-09-27",43166578,"Aleksey","Awesome place, better than the pictures portray. Brandon and Timothy are both very friendly, helpful, and accessible. If you have any questions about the area I am confident they can assist you. The room is cozy and private, and you can come and go easily without disturbing the hosts. Just do watch out, the private bathroom is open concept, and not screened off from the bedroom part of the room. In my case, traveling alone, this was not an issue, but I imagine this could be bothersome for those traveling together. 

All in all, great listing, great location, and I would certainly stay here again and recommend it to others."
"149190",1387810,343751612,"2018-11-01",62701248,"Yu Kyoung","It was wonderful place!
Good location, Clean inside,
Kind host!
If I back to LA, I will stay Lily’s house again!"
"668935",12873061,241305570,"2018-03-08",4601215,"Mathabo","Great location in the heart of trendy but queit Larchmont  village."
"1321885",26538586,509593180,"2019-08-14",8920444,"Sebastian","Very good Host. One of the better air bnbs I visited"
"289302",4015999,407305423,"2019-02-01",19068687,"Angela","This place is fantastically stylish. I felt it very inspiring as an artist. If you’re really sensitive you might get a little overwhelmed like me and if you believe in the paranormal you might feel a vibe here. I really enjoyed the books and little ukulele. The bed was conducive to sleeping and the tub was nice for a soak. This house is little like staying in history. The couch was super comfy. This is good for solo traveler or couple. I might even come back here someday. The place was a little wild "
"427523",6764884,152082482,"2017-05-14",7429865,"Rebecca","Great place in a great location!! Can't beat it for walkable and fun neighborhoood with a great coffee shop close by!"
"801887",15356821,125055929,"2017-01-03",46866125,"Walter","You will not find any better the view then in this apartment. You will have beautiful sunrises and a perfect view at night if LA. The apartment is absolutely to recommend. Also their two big dogs gives you a feeling like home. "
"1106078",21139507,213559922,"2017-11-21",152561987,"Tarralyn","Lee is absolutely amazing..I am so grateful to you. Your kindness was so refreshing..The home was more than perfect. You are amazing."
"732989",13958528,183180647,"2017-08-16",113428900,"Peter","Eleanor's home is the perfect base for a stay in Venice/LA. The beach is just steps away and the boardwalk offers the best people watching spot in the world!!  The house is clean, the beds very comfortable and the hummingbirds, squirrels and possums in the garden are delightful to watch. Eleanor is a fantastic host, friendly and so welcoming. The house is exactly as it appears in the photos - quirky and interesting. We would not hesitate to recommend Eleanor's home to anybody visiting Venice."
"910399",17443238,348178744,"2018-11-12",206009973,"Saeed","great and simple place in a perfect location with wonderful hostess, definitely will come again."
"446963",7225130,50398183,"2015-10-11",26136883,"Dave","Amazing value for this room, which is the only one on the main floor and ticked away in a nice quiet corner.  Wonderful an responsive hosts and a delightful backyard to relax in.  Was all I could have asked for "
"328387",4623018,122013693,"2016-12-20",26373291,"Scott","The host canceled this reservation 11 days before arrival. This is an automated posting."
"1053661",20233725,187828971,"2017-08-27",61886324,"Darren","A lovely place in a great location. Excellent communication by Katya."
"1229344",23606806,443298601,"2019-04-25",182863408,"Jorge","Great value. We reserved with in 2 days of our trip, and it was great."
"1482047",33945065,524825558,"2019-09-06",28791344,"Dingzhi","Seasun’s place was spacious, clean and centrally located. Its arranged interior was impressive. Also Seasun is a helpful host, answers our questions quickly."
"260802",3571986,77885189,"2016-06-04",69689438,"Simon","Betrand made me feel very welcome and the house, inside and out, was beautiful and very tidy. The bed was perfect, the room was comfortable, the location was central to everything and was also very secure. He gives you a key to lock your room to help keep anyone out of your room if you have items in there that need securing. Definitely would recommend staying here if you are looking for accommodation in Los Angeles."
